MIM	Gene	Phenotypes
142640	"HRG, THPH11"	"Thrombophilia 11 due to HRG deficiency, 613116 (3), Autosomal dominant"
612358	"KNG1, KNG, HAE6"	"[Kininogen deficiency], 228960 (3), Autosomal recessive; Angioedema, hereditary, 6, 619363 (3), Autosomal dominant; [High molecular weight kininogen deficiency], 228960 (3), Autosomal recessive"
601102	EIF4A2	
611334	SNORA81	
180647	"SNORA63, RNU107, RNE3"	
102577	RFC4	
605441	"ADIPOQ, APM1, GBP28, ADIPQTL1"	"Adiponectin deficiency, 612556 (3)"
109675	SIAT1	
607547	RPL39L	
609137	RTP1	
600521	"MASP1, CRARF, 3MC1"	"3MC syndrome 1, 257920 (3), Autosomal recessive"
609350	RTP4	
182450	SST	
609138	RTP2	
109565	BCL6	
600700	LPP	"Lipoma (3); Leukemia, acute myeloid, 601626 (3), Autosomal dominant, Somatic mutation"
612009	CELIAC11	"{Celiac disease, susceptibility to, 11}, 612009 (2)"
614210	LNCR5	"{Lung cancer susceptibility 5}, 614210 (2)"
612154	"MIR28, MIRN28"	
603273	"TP63, TP73L, KET, EEC3, SHFM4, LMS, RHS, OFC8"	"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3, 604292 (3), Autosomal dominant; Hay-Wells syndrome, 106260 (3), Autosomal dominant; Split-hand/foot malformation 4, 605289 (3), Autosomal dominant; Orofacial cleft 8, 618149 (3); Rapp-Hodgkin syndrome, 129400 (3), Autosomal dominant; ADULT syndrome, 103285 (3), Autosomal dominant; Limb-mammary syndrome, 603543 (3), Autosomal dominant"
610341	"P3H2, LEPREL1, MCVD"	"Myopia, high, with cataract and vitreoretinal degeneration, 614292 (3), Autosomal recessive"
603959	"CLDN16, PCLN1, HOMG3"	"Hypomagnesemia 3, renal, 248250 (3), Autosomal recessive"
603718	"CLDN1, SEMP1, ILVASC"	"Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis, 607626 (3), Autosomal recessive"
614786	TMEM207	
602626	IL1RAP	
614448	"GMNC, GEMC1"	
610280	OSTN	
618134	"UTS2B, URP"	
611051	"CCDC50, C3orf6, DFNA44"	"?Deafness, autosomal dominant 44, 607453 (3), Autosomal dominant"
615701	"PYDC2, POP2"	
601513	"FGF12, FHF1, DEE47"	"Developmental and epileptic encephalopathy 47, 617166 (3), Autosomal dominant"
609425	"DEL3q29, MICRODEL3q29"	"Chromosome 3q29 microdeletion syndrome, 609425 (4), Isolated cases"
611936	"DUP3q29, MICRODUP3q29"	"Chromosome 3q29 microduplication syndrome, 611936 (4), Autosomal dominant"
606487	"PLAAT1, HRASLS"	
619119	ATP13A5	
609556	ATP13A4	
605290	"OPA1, NTG, NPG, BERHS, MTDPS14"	"Optic atrophy plus syndrome, 125250 (3), Autosomal dominant; {Glaucoma, normal tension, susceptibility to}, 606657 (3); Optic atrophy 1, 165500 (3), Autosomal dominant; Behr syndrome, 210000 (3), Autosomal recessive; ?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type), 616896 (3), Autosomal recessive"
139605	"HES1, HRY"	
603104	CPN2	
619327	"LRRC15, LIB"	
173511	GP5	
610232	"ATP13A3, AFURS1, PPH5"	"Pulmonary hypertension, primary, 5, 265400 (3), Autosomal recessive"
610780	LSG1	
614552	"XXYLT1, C3orf21"	
607766	"CENTB2, KIAA0041, ACAP2"	
601792	"PPP1R2, IPP2"	
107740	APOD	
614538	MIR570	
610360	MUC20	
158372	MUC4	
606994	"TNK2, ACK, ACK1"	
190010	"TFRC, TFR, CD71, IMD46"	"Immunodeficiency 46, 616740 (3), Autosomal recessive"
618671	DHHC19	
612084	"SLC51A, OSTA, PFIC6"	"?Cholestasis, progressive familial intrahepatic, 6, 619484 (3), Autosomal recessive"
123695	"PCYT1A, CTPCT, PCYT1, SMDCRD"	"Spondylometaphyseal dysplasia with cone-rod dystrophy, 608940 (3), Autosomal recessive"
617353	"DYNLT2B, TCTEX1D2, SRTD17"	"Short-rib thoracic dysplasia 17 with or without polydactyly, 617405 (3), Autosomal recessive"
616379	"UBXN7, KIAA0794"	
612688	"RNF168, RIDL"	"RIDDLE syndrome, 611943 (3), Autosomal recessive"
615110	WDR53	
609112	"FBXO45, FBX45"	
615322	"NRROS, LRRC33, SENEBAC"	"Seizures, early-onset, with neurodegeneration and brain calcification, 618875 (3), Autosomal recessive"
615586	"CEP19, C3orf34, MOSPGF"	"Morbid obesity and spermatogenic failure, 615703 (3), Autosomal recessive"
610276	PIGX	
605022	"PAK2, PAK65, KNO2"	"?Knobloch syndrome 2, 618458 (3), Autosomal dominant"
612845	SENP5	
605133	"NCBP2, CBP20, NIP1"	
611671	"PIGZ, SMP3"	
155750	"MFI2, MAP97"	
601014	DLG1	
603063	"BDH1, BDH"	
613516	"RUBCN, RUBICON, KIAA0226, SCAR15"	"Spinocerebellar ataxia, autosomal recessive 15, 615705 (3), Autosomal recessive"
616933	"FYTTD1, UIF"	
612477	IQCG	
180468	"RPL35A, DBA5"	"Diamond-Blackfan anemia 5, 612528 (3), Autosomal dominant"
609380	LMLN	
610203	"CRIPAK, FLJ3443"	
600593	"CRSA, CRS3"	"Craniosynostosis, Adelaide type, 600593 (2), ?Autosomal dominant"
603783	INTLQ1	"{Intelligence QTL1}, 603783 (2)"
609456	MDCMP	"Muscular dystrophy, congenital, merosin-positive, 609456 (2), Autosomal recessive"
603663	MHW1	"{Mental health wellness-1}, 603663 (2)"
611863	MNDEC	"Microtia with nasolacrimal duct imperforation and eye coloboma, 611863 (4)"
611637	"PLSA1, PLSA"	"Primary lateral sclerosis, adult, 1, 611637 (2), Autosomal dominant"
605480	SLEB3	"{Systemic lupus erythematosus, susceptibility to, 3}, 605480 (2)"
612335	SPG38	"Spastic paraplegia 38, autosomal dominant, 612335 (2), Autosomal dominant"
194190	WHS	"Wolf-Hirschhorn syndrome, 194190 (4), Isolated cases"
194648	"ZNF141, D4S90, PAPA6"	"?Polydactyly, postaxial, type A6, 615226 (3), Autosomal recessive"
616918	"PIGG, GPI7, NEDHSCA, EMM"	"[Blood group, EMM system], 619812 (3), Autosomal recessive; Neurodevelopmental disorder with or without hypotonia, seizures, and cerebellar atrophy, 616917 (3), Autosomal recessive"
180072	"PDE6B, PDEB, RP40, CSNBAD2"	"Retinitis pigmentosa-40, 613801 (3), Autosomal recessive; Night blindness, congenital stationary, autosomal dominant 2, 163500 (3), Autosomal dominant"
601519	"ATP5I, ATP5K"	
160782	MYL5	
617543	"PCGF3, RNF3, RNF3A"	
605032	"CPLX1, CPX1, DEE63"	"Developmental and epileptic encephalopathy 63, 617976 (3), Autosomal recessive"
602052	GAK	
616660	TMEM175	
601207	"DGKQ, DAGK4"	
610130	"SLC26A1, SAT1, CAON"	"?Nephrolithiasis, calcium oxalate, 167030 (3), Autosomal recessive"
252800	"IDUA, IDA"	"Mucopolysaccharidosis Is, 607016 (3), Autosomal recessive; Mucopolysaccharidosis Ih/s, 607015 (3), Autosomal recessive; Mucopolysaccharidosis Ih, 607014 (3), Autosomal recessive"
605830	FGFRL1	
612041	"RNF212, ZHP3, SPGF62"	"?Spermatogenic failure 62, 619673 (3), Autosomal recessive; Recombination rate QTL 1, 612042 (3)"
605918	SPON2	
602618	"CTBP1, HADDTS"	"Hypotonia, ataxia, developmental delay, and tooth enamel defect syndrome, 617915 (3), Autosomal dominant"
606801	"MAEA, EMP"	
614632	"UVSSA, KIAA1530, UVSS3"	"UV-sensitive syndrome 3, 614640 (3), Autosomal recessive"
617869	"NKX1-1, SAX2"	
617229	"FAM53A, DNTNP"	
602422	"SLBP, HBP"	
615975	TMEM129	
605303	TACC3	
134934	"FGFR3, ACH"	"Muenke syndrome, 602849 (3), Autosomal dominant; SADDAN, 616482 (3), Autosomal dominant; Hypochondroplasia, 146000 (3), Autosomal dominant; LADD syndrome, 149730 (3), Autosomal dominant; Thanatophoric dysplasia, type II, 187601 (3), Autosomal dominant; Nevus, epidermal, somatic, 162900 (3); CATSHL syndrome, 610474 (3), Autosomal recessive, Autosomal dominant; Thanatophoric dysplasia, type I, 187600 (3), Autosomal dominant; Spermatocytic seminoma, somatic, 273300 (3); Bladder cancer, somatic, 109800 (3); Achondroplasia, 100800 (3), Autosomal dominant; Cervical cancer, somatic, 603956 (3); Colorectal cancer, somatic, 114500 (3); Crouzon syndrome with acanthosis nigricans, 612247 (3), Autosomal dominant"
604407	LETM1	
602952	"NSD2, WHSC1, MMSET, RAUST"	"Rauch-Steindl syndrome, 619695 (3), Autosomal dominant"
606026	"NELFA, WHSC2"	
614690	C4orf48	
610647	"NAT8L, CML3, NACED"	"?N-acetylaspartate deficiency, 614063 (3), Autosomal recessive"
610887	POLN	
613430	"HAUS3, DGT3, C4orf15"	
614176	"ZFYVE28, LST2, KIAA1643"	
602850	RNF4	
610669	"TNIP2, ABIN2, FLIP1"	
602104	"SH3BP2, CRPM"	"Cherubism, 118400 (3), Autosomal dominant"
102680	ADD1	"{Hypertension, essential, salt-sensitive}, 145500 (3), Multifactorial"
610977	"TETRAN, TPO1"	
611526	"NOP14, NOL14, RES425"	
137026	"GRK4, GPRK2L, GPRK4"	
613004	"HTT, HD, IT15, LOMARS"	"Lopes-Maciel-Rodan syndrome, 617435 (3), Autosomal recessive; Huntington disease, 143100 (3), Autosomal dominant"
602512	RGS12	
604552	"HGFAC, HGFA"	
610285	"DOK7, C4orf25, CMS10, FADS3"	"Fetal akinesia deformation sequence 3, 618389 (3), Autosomal recessive; Myasthenic syndrome, congenital, 10, 254300 (3), Autosomal recessive"
104225	"LRPAP1, A2MRAP, MYP23"	"Myopia 23, autosomal recessive, 615431 (3), Autosomal recessive"
104250	"ADRA2C, ADRA2L2"	"{Congestive heart failure and beta-blocker response, modifier of} (3)"
607806	OTOP1	
617684	LYAR	
616238	"ZBTB49, ZNF509"	
607645	"NSG1, D4S234E, D4S234"	
606046	STX18	
142983	"MSX1, HOX7, HYD1, OFC5, STHAG1, ECTD3"	"Tooth agenesis, selective, 1, with or without orofacial cleft, 106600 (3), Autosomal dominant; Ectodermal dysplasia 3, Witkop type, 189500 (3), Autosomal dominant; Orofacial cleft 5, 608874 (3), Autosomal dominant"
607930	"CYTL1, C17"	
607261	"EVC2, LBN, WAD"	"Ellis-van Creveld syndrome, 225500 (3), Autosomal recessive; Weyers acrofacial dysostosis, 193530 (3), Autosomal dominant"
604831	EVC	"Ellis-van Creveld syndrome, 225500 (3), Autosomal recessive; ?Weyers acrofacial dysostosis, 193530 (3), Autosomal dominant"
602462	"CRMP1, DPYSL1, DRP1"	
611195	"JAKMIP1, JAMIP1, MARLIN1"	
606201	"WFS1, WFRS, WFS, DFNA6, DFNA14, DFNA38, WFSL, CTRCT41"	"Deafness, autosomal dominant 6/14/38, 600965 (3), Autosomal dominant; ?Cataract 41, 116400 (3), Autosomal dominant; Wolfram-like syndrome, autosomal dominant, 614296 (3), Autosomal dominant; {Diabetes mellitus, noninsulin-dependent, association with}, 125853 (3), Autosomal dominant; Wolfram syndrome 1, 222300 (3), Autosomal recessive"
605997	"PPP2R2C, PR52"	
618899	MAN2B2	
616905	"MRFAP1, PAM14, PGR1`"	
600614	S100P	
605695	"BLOC1S4, BLOS4, CNO"	
619237	KIAA0232	
614855	"TBC1D14, KIAA1322"	
619347	CCDC96	
608790	"TADA2B, ADA2B"	
606173	"GRPEL1, HMGE"	
606284	"SORCS2, KIAA1329"	
619779	AFAP1AS1	
608252	"AFAP1, AFAP, AFAP110"	
612544	"ABLIM2, KIAA1808"	
613185	"MIR95, MIRN95"	
608785	"HTRA3, PRSP"	
603402	ACOX3	
614309	"TRMT44, METTL19"	
606921	GPR78	
603105	CPZ	
142992	"HMX1, H6"	"Oculoauricular syndrome, 612109 (3), Autosomal recessive"
607011	"USP17L9P, USP17"	
606142	"SLC2A9, GLUT9, UAQTL2"	"{Uric acid concentration, serum, QTL 2}, 612076 (3), Autosomal recessive, Autosomal dominant; Hypouricemia, renal, 2, 612076 (3), Autosomal recessive, Autosomal dominant"
126453	"DRD5, DRD1B, DRD1L2"	"{Blepharospasm, primary benign}, 606798 (3), Autosomal dominant; {Attention deficit-hyperactivity disorder, susceptibility to}, 143465 (3), Autosomal dominant"
604734	"WDR1, PFITS"	"Periodic fever, immunodeficiency, and thrombocytopenia syndrome, 150550 (3), Autosomal recessive"
617734	"ZNF518B, KIAA1729"	
611434	"CLNK, MIST"	
608410	BMIQ7	"{Obesity, susceptibility to, BMIQ7}, 608410 (2)"
607221	EPPS	"Epilepsy, partial, with pericentral spikes, 607221 (2)"
604802	"HDL3, HLN2"	"Huntington disease-like 3, 604802 (2), Autosomal recessive"
612226	STQTL13	"{Stature QTL 13}, 612226 (2)"
603244	"HS3ST1, 3OST, 3OST1"	
612994	"RAB28, CORD18"	"Cone-rod dystrophy 18, 615374 (3), Autosomal recessive"
602183	"NKX3-2, BAPX1, SMMD"	"Spondylo-megaepiphyseal-metaphyseal dysplasia, 613330 (3), Autosomal recessive"
616746	"BOD1L1, FAM44A"	
610605	CPEB2	
612013	"CC2D2A, KIAA1345, MKS6, COACH2, RP93"	"COACH syndrome 2, 619111 (3), Autosomal recessive; Retinitis pigmentosa 93, 619845 (3), Autosomal recessive; Meckel syndrome 6, 612284 (3), Autosomal recessive; Joubert syndrome 9, 612285 (3), Autosomal recessive"
605655	"FBXL5, FBL5"	
600387	BST1	
107270	CD38	
607737	"FGFBP1, FGFBP, HBP17"	
607713	KSP37	
604365	"PROM1, PROML1, AC133, RP41, CORD12, CD133, MCDR2, STGD4"	"Macular dystrophy, retinal, 2, 608051 (3), Autosomal dominant; Retinitis pigmentosa 41, 612095 (3), Autosomal recessive; Stargardt disease 4, 603786 (3), Autosomal dominant; Cone-rod dystrophy 12, 612657 (3), Autosomal recessive, Autosomal dominant"
612758	"TAPT1, CMVFR, OCLSBG"	"Osteochondrodysplasia, complex lethal, Symoens-Barnes-Gistelinck type, 616897 (3), Autosomal recessive"
603450	"LDB2, CLIM1"	
612676	"QDPR, DHPR"	"Hyperphenylalaninemia, BH4-deficient, C, 261630 (3), Autosomal recessive"
618988	"CLRN2, DFNB117"	"?Deafness, autosomal recessive 117, 619174 (3), Autosomal recessive"
170250	PEPS	
610311	"MED28, EG1, MAGICIN"	
619945	"FAM184B, KIAA1276"	
606280	"NCAPG, CAPG"	
611799	"LCORL, MLR1"	
603746	SLIT2	
616770	MIR218-1	
608182	"KCNIP4, KCHIP4"	
612303	"ADGRA3, GPR125"	
606619	"GBA3, CBGL1"	
604517	"PPARGC1A, PPARGC1"	
603403	"DHX15, DDX15, DBP1, HRH2"	
185490	SOD3	"[Superoxide dismutase, elevated extracellular] (3)"
608301	"LGI2, KIAA1916"	
613009	"SEPSECS, SLA, LP, PCH2D"	"Pontocerebellar hypoplasia type 2D, 613811 (3), Autosomal recessive"
612101	PI4K2B	
611792	ZCCHC4	
606947	"ANAPC4, APC4"	
604217	"SLC34A2, PULAM"	"Pulmonary alveolar microlithiasis, 265100 (3), Autosomal recessive"
619914	"SEL1L3, KIAA0746"	
617465	"SMIM20, MITRAC7, C4orf52"	
147183	"RBPJ, RBPSUH, IGKJRB1, AOS3"	"Adams-Oliver syndrome 3, 614814 (3), Autosomal dominant"
118444	CCKAR	
610841	"STIM2, KIAA1482"	
607107	"NPC1, NPCA1"	"{Nasopharyngeal carcinoma 1}, 607107 (2)"
602988	"PCDH7, BHPCDH"	
614991	UCH1LAS	
606645	"ARAP2, CENTD1, KIAA0580"	
616979	DTHD1	
611212	RELL1	
172000	PGM2	
609850	"TBC1D1, KIAA1108"	
604231	PTTG2	
609392	"KLF3, BKLF"	
606270	TLR10	
601194	"TLR1, TIL. LPRS5"	"{Leprosy, susceptibility to, 5}, 613223 (3); {Leprosy, protection against}, 613223 (3)"
605403	TLR6	
615469	"MIR574, MIR574-3p"	
608064	KLHL5	
608151	"WDR19, SRTD5, ATD5, NPHP13, CED4, SPGF72"	"Nephronophthisis 13, 614377 (3), Autosomal recessive; Cranioectodermal dysplasia 4, 614378 (3), Autosomal recessive; Senior-Loken syndrome 8, 616307 (3), Autosomal recessive; Short-rib thoracic dysplasia 5 with or without polydactyly, 614376 (3), Autosomal recessive; ?Spermatogenic failure 72, 619867 (3), Autosomal recessive"
102579	"RFC1, RECC1, CANVAS"	"Cerebellar ataxia, neuropathy, and vestibular areflexia syndrome, 614575 (3), Autosomal recessive"
611135	"KLB, BKL"	
603686	RPL9	
607031	"LIAS, PDHLD, HGCLAS"	"Hyperglycinemia, lactic acidosis, and seizures, 614462 (3), Autosomal recessive"
603370	"UGDH, UDPGDH, DEE84"	"Developmental and epileptic encephalopathy 84, 618792 (3), Autosomal recessive"
602846	"UBE2K, HIP2"	
613200	"PDS5A, KIAA0648, SCC112"	
611963	LOC344967	
619139	"N4BP2, KIAA1413"	
602037	"RHOH, ARHH, TTF"	"{?Epidermodysplasia verruciformis, susceptibility to, 4}, 618307 (3), Autosomal recessive"
605116	CHRNA9	
619104	RBM7	
617185	NSUN7	
602710	"APBB2, FE65L1"	
605841	NRCLP2	"Narcolepsy 2, 605841 (2)"
191342	"UCHL1, PARK5, SPG79, NDGOA"	"Spastic paraplegia 79, autosomal recessive, 615491 (3), Autosomal recessive; {?Parkinson disease 5, susceptibility to}, 613643 (3), Autosomal dominant"
617750	"LIMCH1, LMO7B"	
603851	"PHOX2B, NBPHOX, PMX2B, NBLST2, CCHS"	"{Neuroblastoma, susceptibility to, 2}, 613013 (3); Neuroblastoma with Hirschsprung disease, 613013 (3); Central hypoventilation syndrome, congenital, 1, with or without Hirschsprung disease, 209880 (3), Autosomal dominant"
618515	TMEM33	
604604	"SLC30A9, C4orf1, HUEL, BILAPES"	"Birk-Landau-Perez syndrome, 617595 (3), Autosomal recessive"
617325	SHISA3	
609542	ATP8A1	
613283	GRXCR1	"Deafness, autosomal recessive 25, 613285 (3), Autosomal recessive"
618442	KCTD8	
619754	YIPF7	
617064	"GUF1, EF4, DEE40"	"?Developmental and epileptic encephalopathy 40, 617065 (3), Autosomal recessive"
613222	"GNPDA2, GNP2"	
137166	GABRG1	
137140	"GABRA2, DEE78"	"Developmental and epileptic encephalopathy 78, 618557 (3), Autosomal dominant; {Alcohol dependence, susceptibility to}, 103780 (3), Multifactorial"
609811	COX7B2	
137141	GABRA4	
137190	"GABRB1, DEE45"	"Developmental and epileptic encephalopathy 45, 617153 (3), Autosomal dominant"
616656	COMMD8	
619815	"ATP10D, KIAA1487"	
605236	"CORIN, CRN, TMPRSS10, ATC2, PEE5"	"Preeclampsia/eclampsia 5, 614595 (3)"
123825	"CNGA1, CNCG1, RP49"	"Retinitis pigmentosa 49, 613756 (3)"
600058	"TXK, BTKL"	
600583	TEC	
610492	"SLAIN2, KIAA1458"	
618563	SLC10A4	
607520	ZAR1	
619596	"OCIAD1, ASRIJ"	
619633	OCIAD2	
618561	"CWH43, PGAP2IP"	
603664	MHW2	"{Mental health wellness-2}, 603664 (2)"
601454	PSORS3	"{Psoriasis susceptibility 3}, 601454 (2)"
610430	WM2	"{Macroglobulinemia, Waldenstrom, susceptibility to, 2}, 610430 (2)"
609952	DFNB55	"Deafness, autosomal recessive 55, 609952 (2), Autosomal recessive"
614329	MRT31	"Intellectual developmental disorder, autosomal recessive 31, 614329 (2), Autosomal recessive"
609258	MYP9	"Myopia 9, 609258 (2), Multifactorial"
106700	TAPVR1	"Total anomalous pulmonary venous return, 106700 (2), Autosomal dominant"
612977	"DCUN1D4, KIAA0276"	
600900	"SGCB, LGMDR4"	"Muscular dystrophy, limb-girdle, autosomal recessive 4, 604286 (3), Autosomal recessive"
612814	"SPATA18, SPETEX1"	
612849	USP46	
614625	"DANCR, ANCR, KIAA0114"	
614627	MIR4449	
614626	SNORA26	
612404	RASL11B	
607686	FIP1L1	
609732	"LNX1, LNX, PDZRN2"	
604332	"CHIC2, BTL"	"{Leukemia, acute myeloid}, 601626 (3), Autosomal dominant, Somatic mutation"
616253	"GSX2, GSH2, DMJDS2"	"Diencephalic-mesencephalic junction dysplasia syndrome 2, 618646 (3), Autosomal recessive"
173490	PDGFRA	"Gastrointestinal stromal tumor/GIST-plus syndrome, somatic or familial, 175510 (3); Hypereosinophilic syndrome, idiopathic, resistant to imatinib, 607685 (3), Isolated cases, Somatic mutation"
164920	"KIT, PBT, MASTC"	"Gastrointestinal stromal tumor, familial, 606764 (3), Autosomal dominant, Isolated cases; Mastocytosis, cutaneous, 154800 (3), Autosomal dominant; Piebaldism, 172800 (3), Autosomal dominant; Germ cell tumors, somatic, 273300 (3); Mastocytosis, systemic, somatic, 154800 (3); Leukemia, acute myeloid, somatic, 601626 (3)"
191306	KDR	"{Hemangioma, capillary infantile, susceptibility to}, 602089 (3), Autosomal dominant; Hemangioma, capillary infantile, somatic, 602089 (3)"
611715	"SRD5A3, SRD5A2L, CDG1Q, KRIZI"	"Kahrizi syndrome, 612713 (3), Autosomal recessive; Congenital disorder of glycosylation, type Iq, 612379 (3), Autosomal recessive"
614726	"TMEM165, FT27, CDG2K"	"Congenital disorder of glycosylation, type IIk, 614727 (3), Autosomal recessive"
601851	CLOCK	
611676	PDCL2	
605103	NMU	
607879	"EXOC1, SEC3"	
611423	"CEP135, KIAA0635, MCPH8"	"Microcephaly 8, primary, autosomal recessive, 614673 (3), Autosomal recessive"
618327	"CRACD, KIAA1211"	
614365	"AASDH, ACSF4"	
172450	"PPAT, GPAT"	
172439	"PAICS, AIRC, PAICSD"	"?Phosphoribosylaminoimidazole carboxylase deficiency, 619859 (3), Autosomal recessive"
602122	"SRP72, BMFS1"	"Bone marrow failure syndrome 1, 614675 (3), Autosomal dominant"
612405	ARL9	
607275	"HOPX, HOP"	
605753	"SPINK2, SPGF29"	"?Spermatogenic failure 29, 618091 (3), Autosomal recessive"
600571	"REST, NRSF, WT6, GINGF5, HGF5, DFNA27"	"Deafness, autosomal dominant 27, 612431 (3), Autosomal dominant; {Wilms tumor 6, susceptibility to}, 616806 (3), Autosomal dominant; Fibromatosis, gingival, 5, 617626 (3), Autosomal dominant"
614919	"NOA1, C4orf14"	
180661	POL2RB	
602867	"IGFBP7, MAC25, RAMSVPS"	"Retinal arterial macroaneurysm with supravalvular pulmonic stenosis, 614224 (3), Autosomal recessive"
609400	"AIS4, VAMAS5"	"{Autoimmune disease, susceptibility to, 4}, 609400 (2)"
616417	"ADGRL3, LPHN3, CIRL3, CL3, LEC3, KIAA0768"	
617242	"TECRL, TERL, SRD5A2L2, GPSN2L, CPVT3"	"Ventricular tachycardia, catecholaminergic polymorphic, 3, 614021 (3), Autosomal recessive"
600004	"EPHA5, TYRO4, HEK7"	
611630	"ETL3, FMTLE"	"Epilepsy, familial temporal lobe, 3, 611630 (2), Autosomal dominant"
117141	"CENPC1, CENPC"	
604298	"STAP1, BRDG1"	
611361	"UBA6, UBE1L2"	
138850	"GNRHR, LHRHR, HH7"	"Hypogonadotropic hypogonadism 7 without anosmia, 146110 (3), Autosomal recessive"
605369	"TMPRSS11D, HAT"	
611704	"TMPRSS11A, ECRG1"	
608311	"GCOM2, GRINL1B"	
610892	"SYT14L, SYTDEP, CHR415SYT"	
617283	"YTHDC1, KIAA1966"	
610399	"TMPRSS11E, DESC1"	
601903	"UGT2B17, BMND12"	"{Bone mineral density QTL 12, osteoporosis}, 612560 (3)"
600069	"UGT2B15, UGT2B8"	
600070	UGT2B10	
616382	UGT2A3	
600068	"UGT2B7, UGT2B9"	
603064	UGT2B11	
606497	UGT2B28	
600067	"UGT2B4, UGT2B11"	
604716	UGT2A1	
619809	UGT2A2	
608436	"SULT1B1, ST1B2"	
600043	"STE, EST"	
115450	CSN1	
115460	CSN2	
184470	STATH	
142702	"HTN3, HTN2, HIS2"	
142701	HTN1	
614843	"ODAM, APIN"	
607241	"FDCSP, C4orf7"	
601695	"CSN3, CNS10, CSNK"	
618600	"CABS1, CLPH, C4orf35"	
618340	"SMR3A, PBI"	
611593	"SMR3B, SMR1B, PRL3, PBII"	
608936	"OPRPN, PROL1, PRL1, BPLP"	
158375	MUC7	"{Asthma, protection against}, 600807 (3), Autosomal dominant"
610912	"AMTN, AI3B"	"?Amelogenesis imperfecta, type IIIB, 617607 (3), Autosomal dominant"
601259	"AMBN, AI1F"	"Amelogenesis imperfecta, type IF, 616270 (3), Autosomal recessive"
606585	"ENAM, AIH2, AI1C"	"Amelogenesis imperfecta, type IC, 204650 (3), Autosomal recessive; Amelogenesis imperfecta, type IB, 104500 (3), Autosomal dominant"
